name                                                  old time/op            new time/op            delta
ExecutionPaths/prefetch-100-sequential/lease=10s-2               1.44k ± 1%             1.05k ± 1%  -27.31%  (p=0.000 n=10+10)
ExecutionPaths/prefetch-1000-sequential/lease=10s-2              4.94k ± 3%             0.97k ± 3%  -80.42%  (p=0.000 n=10+9)
ExecutionPaths/true-batch-1/lease=10s-2                          3.15k ± 3%             3.13k ± 1%     ~     (p=0.190 n=9+8)
ExecutionPaths/true-batch-100/lease=10s-2                          867 ± 3%               864 ± 3%     ~     (p=0.604 n=10+9)
ExecutionPaths/true-batch-1000/lease=10s-2                         958 ± 2%               953 ± 1%     ~     (p=0.114 n=9+8)
ExecutionPaths/single/lease=5m0s-2                               2.84k ± 2%             2.81k ± 2%   -1.09%  (p=0.021 n=10+9)
ExecutionPaths/prefetch-16-sequential/lease=5m0s-2               1.37k ± 0%             1.19k ± 2%  -13.19%  (p=0.000 n=9+9)
ExecutionPaths/prefetch-100-sequential/lease=5m0s-2              1.44k ± 1%             1.05k ± 2%  -27.15%  (p=0.000 n=10+9)
ExecutionPaths/prefetch-1000-sequential/lease=5m0s-2             4.93k ± 3%             0.96k ± 2%  -80.44%  (p=0.000 n=10+9)
ExecutionPaths/true-batch-1/lease=5m0s-2                         3.15k ± 2%             3.13k ± 2%     ~     (p=0.108 n=10+9)
ExecutionPaths/true-batch-100/lease=5m0s-2                         867 ± 2%               866 ± 3%     ~     (p=0.720 n=10+9)
ExecutionPaths/true-batch-1000/lease=5m0s-2                        958 ± 1%               954 ± 1%     ~     (p=0.237 n=10+8)

name                                                  old alloc/op           new alloc/op           delta
ExecutionPaths/single/lease=1s-2                                3.48MB ± 0%            3.48MB ± 0%     ~     (p=0.211 n=9+10)
ExecutionPaths/prefetch-16-sequential/lease=1s-2                1.25MB ± 0%            1.25MB ± 0%   -0.21%  (p=0.000 n=10+10)
ExecutionPaths/prefetch-100-sequential/lease=1s-2               1.10MB ± 0%            1.10MB ± 0%     ~     (p=0.422 n=9+10)
ExecutionPaths/prefetch-1000-sequential/lease=1s-2              1.13MB ± 0%            1.13MB ± 0%   +0.00%  (p=0.001 n=9+10)
ExecutionPaths/true-batch-1/lease=1s-2                          4.35MB ± 0%            4.35MB ± 0%     ~     (p=0.118 n=10+10)
ExecutionPaths/true-batch-100/lease=1s-2                        1.94MB ± 0%            1.94MB ± 0%     ~     (p=0.536 n=10+7)
ExecutionPaths/true-batch-1000/lease=1s-2                       2.38MB ± 0%            2.38MB ± 0%     ~     (p=0.780 n=10+9)
ExecutionPaths/single/lease=5s-2                                3.48MB ± 0%            3.48MB ± 0%     ~     (p=0.345 n=9+10)
ExecutionPaths/prefetch-16-sequential/lease=5s-2                1.25MB ± 0%            1.25MB ± 0%   -0.20%  (p=0.000 n=9+9)
ExecutionPaths/prefetch-100-sequential/lease=5s-2               1.10MB ± 0%            1.10MB ± 0%     ~     (p=0.633 n=8+9)
ExecutionPaths/prefetch-1000-sequential/lease=5s-2              1.13MB ± 0%            1.13MB ± 0%   +0.00%  (p=0.002 n=8+10)
ExecutionPaths/true-batch-1/lease=5s-2                          4.35MB ± 0%            4.35MB ± 0%     ~     (p=1.000 n=10+10)
ExecutionPaths/true-batch-100/lease=5s-2                        1.94MB ± 0%            1.94MB ± 0%     ~     (p=0.160 n=10+10)
ExecutionPaths/true-batch-1000/lease=5s-2                       2.38MB ± 0%            2.38MB ± 0%     ~     (p=0.436 n=10+10)
ExecutionPaths/single/lease=10s-2                               2.94MB ± 0%            2.94MB ± 0%   -0.00%  (p=0.004 n=10+9)
ExecutionPaths/prefetch-16-sequential/lease=10s-2               1.19MB ± 0%            1.18MB ± 0%   -0.35%  (p=0.000 n=8+8)
ExecutionPaths/prefetch-100-sequential/lease=10s-2              1.05MB ± 0%            1.05MB ± 0%     ~     (p=1.000 n=10+10)
ExecutionPaths/prefetch-1000-sequential/lease=10s-2             1.08MB ± 0%            1.08MB ± 0%     ~     (p=0.700 n=10+9)
ExecutionPaths/true-batch-1/lease=10s-2                         3.80MB ± 0%            3.80MB ± 0%     ~     (p=0.623 n=9+8)
ExecutionPaths/true-batch-100/lease=10s-2                       1.89MB ± 0%            1.89MB ± 0%     ~     (p=0.143 n=10+10)
ExecutionPaths/true-batch-1000/lease=10s-2                      2.33MB ± 0%            2.33MB ± 0%     ~     (p=0.075 n=10+10)
ExecutionPaths/single/lease=5m0s-2                              2.94MB ± 0%            2.94MB ± 0%     ~     (p=0.065 n=10+9)
ExecutionPaths/prefetch-16-sequential/lease=5m0s-2              1.19MB ± 0%            1.18MB ± 0%   -0.35%  (p=0.000 n=10+9)
ExecutionPaths/prefetch-100-sequential/lease=5m0s-2             1.05MB ± 0%            1.05MB ± 0%     ~     (p=0.107 n=10+9)
ExecutionPaths/prefetch-1000-sequential/lease=5m0s-2            1.08MB ± 0%            1.08MB ± 0%     ~     (p=0.388 n=8+9)
ExecutionPaths/true-batch-1/lease=5m0s-2                        3.80MB ± 0%            3.80MB ± 0%     ~     (p=0.720 n=10+9)
ExecutionPaths/true-batch-100/lease=5m0s-2                      1.89MB ± 0%            1.89MB ± 0%     ~     (p=0.579 n=10+10)
ExecutionPaths/true-batch-1000/lease=5m0s-2                     2.33MB ± 0%            2.33MB ± 0%     ~     (p=0.163 n=10+9)

name                                                  old allocs/op          new allocs/op          delta
ExecutionPaths/single/lease=1s-2                                 44.0k ± 0%             44.0k ± 0%     ~     (p=0.236 n=9+10)
ExecutionPaths/prefetch-16-sequential/lease=1s-2                 15.4k ± 0%             15.4k ± 0%   -0.15%  (p=0.000 n=10+10)
ExecutionPaths/prefetch-100-sequential/lease=1s-2                13.4k ± 0%             13.4k ± 0%     ~     (all equal)
ExecutionPaths/prefetch-1000-sequential/lease=1s-2               13.0k ± 0%             13.0k ± 0%     ~     (all equal)
ExecutionPaths/true-batch-1/lease=1s-2                           52.0k ± 0%             52.0k ± 0%     ~     (p=0.161 n=10+10)
ExecutionPaths/true-batch-100/lease=1s-2                         16.0k ± 0%             16.0k ± 0%     ~     (p=0.913 n=10+8)
ExecutionPaths/true-batch-1000/lease=1s-2                        22.7k ± 0%             22.7k ± 0%     ~     (p=0.734 n=10+9)
ExecutionPaths/single/lease=5s-2                                 44.0k ± 0%             44.0k ± 0%     ~     (p=0.286 n=9+10)
ExecutionPaths/prefetch-16-sequential/lease=5s-2                 15.4k ± 0%             15.4k ± 0%   -0.15%  (p=0.000 n=10+9)
ExecutionPaths/prefetch-100-sequential/lease=5s-2                13.4k ± 0%             13.4k ± 0%     ~     (p=0.065 n=9+10)
ExecutionPaths/prefetch-1000-sequential/lease=5s-2               13.0k ± 0%             13.0k ± 0%     ~     (all equal)
ExecutionPaths/true-batch-1/lease=5s-2                           52.0k ± 0%             52.0k ± 0%     ~     (p=0.924 n=10+10)
ExecutionPaths/true-batch-100/lease=5s-2                         16.0k ± 0%             16.0k ± 0%     ~     (p=0.159 n=10+10)
ExecutionPaths/true-batch-1000/lease=5s-2                        22.7k ± 0%             22.7k ± 0%     ~     (p=0.447 n=10+10)
ExecutionPaths/single/lease=10s-2                                37.0k ± 0%             37.0k ± 0%   -0.00%  (p=0.001 n=10+6)
ExecutionPaths/prefetch-16-sequential/lease=10s-2                14.7k ± 0%             14.6k ± 0%   -0.26%  (p=0.000 n=8+8)
ExecutionPaths/prefetch-100-sequential/lease=10s-2               13.3k ± 0%             13.3k ± 0%     ~     (all equal)
ExecutionPaths/prefetch-1000-sequential/lease=10s-2              13.0k ± 0%             13.0k ± 0%     ~     (all equal)
ExecutionPaths/true-batch-1/lease=10s-2                          45.0k ± 0%             45.0k ± 0%     ~     (p=0.311 n=9+8)
ExecutionPaths/true-batch-100/lease=10s-2                        15.9k ± 0%             15.9k ± 0%     ~     (p=0.127 n=10+10)
ExecutionPaths/true-batch-1000/lease=10s-2                       22.7k ± 0%             22.7k ± 0%     ~     (p=0.066 n=10+10)
ExecutionPaths/single/lease=5m0s-2                               37.0k ± 0%             37.0k ± 0%     ~     (p=0.083 n=10+9)
ExecutionPaths/prefetch-16-sequential/lease=5m0s-2               14.7k ± 0%             14.6k ± 0%   -0.25%  (p=0.000 n=10+9)
ExecutionPaths/prefetch-100-sequential/lease=5m0s-2              13.3k ± 0%             13.3k ± 0%     ~     (all equal)
ExecutionPaths/prefetch-1000-sequential/lease=5m0s-2             13.0k ± 0%             13.0k ± 0%     ~     (all equal)
ExecutionPaths/true-batch-1/lease=5m0s-2                         45.0k ± 0%             45.0k ± 0%     ~     (p=0.664 n=10+9)
ExecutionPaths/true-batch-100/lease=5m0s-2                       15.9k ± 0%             15.9k ± 0%     ~     (p=0.468 n=10+10)
ExecutionPaths/true-batch-1000/lease=5m0s-2                      22.7k ± 0%             22.7k ± 0%     ~     (p=0.150 n=10+9)
